,paper_url,paper_title,paper_description,publication_date,tags,excluded_tags,keyword_tags,should_be_included,,,,
35,/citations?view_op=view_citation&hl=en&user=c6bK3vUAAAAJ&sortby=pubdate&citation_for_view=c6bK3vUAAAAJ:NaGl4SEjCO4C,reducing dimensionality to improve search in semantic genetic programming," Genetic programming approaches are moving from analysing the syntax of individual solutions to look into their semantics. One of the common definitions of the semantic space in the context of symbolic regression is a n-dimensional space, where n corresponds to the number of training examples. In problems where this number is high, the search process can became harder as the number of dimensions increase. Geometric semantic genetic programming (GSGP) explores the semantic space by performing geometric semantic operations—the fitness landscape seen by GSGP is guaranteed to be conic by construction. Intuitively, a lower number of dimensions can make search more feasible in this scenario, decreasing the chances of data overfitting and reducing the number of evaluations required to find a suitable solution. This paper proposes two approaches for dimensionality reduction in GSGP: (i) to …",2016,['ai_keywords'],[],['regression'],,,,,
36,/citations?view_op=view_citation&hl=en&user=c6bK3vUAAAAJ&sortby=pubdate&citation_for_view=c6bK3vUAAAAJ:O3NaXMp0MMsC,the effect of distinct geometric semantic crossover operators in regression problems," This paper investigates the impact of geometric semantic crossover operators in a wide range of symbolic regression problems. First, it analyses the impact of using Manhattan and Euclidean distance geometric semantic crossovers in the learning process. Then, it proposes two strategies to numerically optimize the crossover mask based on mathematical properties of these operators, instead of simply generating them randomly. An experimental analysis comparing geometric semantic crossovers using Euclidean and Manhattan distances and the proposed strategies is performed in a test bed of twenty datasets. The results show that the use of different distance functions in the semantic geometric crossover has little impact on the test error, and that our optimized crossover masks yield slightly better results. For SGP practitioners, we suggest the use of the semantic crossover based on the Euclidean …",2015,['ai_keywords'],[],['regression'],,,,,
37,/citations?view_op=view_citation&hl=en&user=c6bK3vUAAAAJ&sortby=pubdate&citation_for_view=c6bK3vUAAAAJ:RYcK_YlVTxYC,a generic framework for building dispersion operators in the semantic space," This chapter proposes a generic framework to build geometric dispersion (GD) operators for Geometric Semantic Genetic Programming in the context of symbolic regression, followed by two concrete instantiations of the framework: a multiplicative geometric dispersion operator and an additive geometric dispersion operator. These operators move individuals in the semantic space in order to balance the population around the target output in each dimension, with the objective of expanding the convex hull defined by the population to include the desired output vector. An experimental analysis was conducted in a testbed composed of sixteen datasets showing that dispersion operators can improve GSGP search and that the multiplicative version of the operator is overall better than the additive version.",2018,['ai_keywords'],[],['regression'],,,,,
38,/citations?view_op=view_citation&hl=en&user=c6bK3vUAAAAJ&sortby=pubdate&citation_for_view=c6bK3vUAAAAJ:SeFeTyx0c_EC,analysing symbolic regression benchmarks under a meta-learning approach,"The definition of a concise and effective testbed for Genetic Programming (GP) is a recurrent matter in the research community. This paper takes a new step in this direction, proposing a different approach to measure the quality of the symbolic regression benchmarks quantitatively. The proposed approach is based on meta-learning and uses a set of dataset meta-features---such as the number of examples or output skewness---to describe the datasets. Our idea is to correlate these meta-features with the errors obtained by a GP method. These meta-features define a space of benchmarks that should, ideally have datasets (points) covering different regions of the space. An initial analysis of 63 datasets showed that current benchmarks are concentrated in a small region of this benchmark space. We also found out that number of instances and output skewness are the most relevant meta-features to GP output error …",2018/7/6,['ai_keywords'],[],"['meta learning', 'regression']",,,,,
39,/citations?view_op=view_citation&hl=en&user=c6bK3vUAAAAJ&sortby=pubdate&citation_for_view=c6bK3vUAAAAJ:dfsIfKJdRG4C,instance selection for geometric semantic genetic programming,"Geometric Semantic Genetic Programming (GSGP) is a method that exploits the geometric properties describing the spatial relationship between possible solutions to a problem in an n-dimensional semantic space. In symbolic regression problems, n is equal to the number of training instances. Although very effective, the GSGP semantic space can become excessively big in most real applications, where the value of n is high, having a negative impact on the effectiveness of the GSGP search process. This paper tackles this problem by reducing the dimensionality of GSGP semantic space in symbolic regression problems using instance selection methods. Our approach relies on weighting functions-to estimate the relative importance of each instance based on its position with respect to its nearest neighbours-and on dimensionality reduction techniques-to improve the notion of closeness between instances …",2020/7/19,['ai_keywords'],[],"['nearest neighbour', 'regression']",,,,,
40,/citations?view_op=view_citation&hl=en&user=c6bK3vUAAAAJ&sortby=pubdate&citation_for_view=c6bK3vUAAAAJ:fPk4N6BV_jEC,improving search in geometric semantic genetic programming,"Making Genetic Programming methods semantic-aware has been the focus of many works in the past years. Among these methods, Geometric Semantic GP (GSGP) acts on the syntax of the parent programs producing offspring respecting a semantic criterion. In this thesis we focus on the open issues of GSGP. We investigate the impact of the geometric semantic crossover with different distance functions and the possibility of optimally adjusting its coefficients. We also present the Sequential Symbolic Regression, an attempt to control the exponential growth of the individuals caused by the use of this operator. In addition, we propose a Geometric Dispersion framework to construct operators that move individuals to less dense areas of the search space. Last, we present a study of the impact of selecting training instances in order to reduce the semantic space dimensionality. All methods proposed showed GSGP search can be improved by adding simple and effective mechanisms to its current operators",2016/9/28,['ai_keywords'],[],['regression'],,,,,
41,/citations?view_op=view_citation&hl=en&user=c6bK3vUAAAAJ&sortby=pubdate&citation_for_view=c6bK3vUAAAAJ:lSLTfruPkqcC,revisiting the sequential symbolic regression genetic programming,"Sequential Symbolic Regression (SSR) is a technique that recursively induces functions over the error of the current solution, concatenating them in an attempt to reduce the error of the resulting model. As proof of concept, the method was previously evaluated in one-dimensional problems and compared with canonical Genetic Programming (GP) and Geometric Semantic Genetic Programming (GSGP). In this paper we revisit SSR exploring the method behaviour in higher dimensional, larger and more heterogeneous datasets. We discuss the difficulties arising from the application of the method to more complex problems, e.g., overfitting, along with suggestions to overcome them. An experimental analysis was conducted comparing SSR to GP and GSGP, showing SSR solutions are smaller than those generated by the GSGP with similar performance and more accurate than those generated by the canonical GP.",2016/10/9,['ai_keywords'],[],['regression'],,,,,
42,/citations?view_op=view_citation&hl=en&user=cOeychwAAAAJ&sortby=pubdate&citation_for_view=cOeychwAAAAJ:u-x6o8ySG0sC,robust multiplexed model predictive control for agent-based conflict resolution,"Multiplexed Model Predictive Control (MMPC) was originally developed for a multi-input system as a strategy to reduce online computation. In this paper, we demonstrate how distributed control of a system of agents can be posed as a Multiplexed Model Predictive Control problem. Specifically, we consider using robust multiplexed MPC for controlling a system of agents in the presence of coupling constraints in the form of a collision avoidance requirement. The system is subject to persistent unknown, but bounded disturbances. The contribution of this paper is the extension of the original robust multiplexed MPC algorithm to include a disturbance feedback policy in between updates. This facilitates finding feasible solutions and inherits the property of rapid response to disturbances from multiplexing the control. In addition, it is observed that the computational time of the proposed MMPC scheme scales favourably …",2010/12/15,['ai_keywords'],[],['agent based'],,,,,
43,/citations?view_op=view_citation&hl=en&user=h0CniXgAAAAJ&sortby=pubdate&citation_for_view=h0CniXgAAAAJ:HbR8gkJAVGIC,learning robot control using a hierarchical som-based encoding,"Hierarchical representations and modeling of sensorimotor observations is a fundamental approach for the development of scalable robot control strategies. Previously, we introduced the novel Hierarchical Self-Organizing Map-based Encoding algorithm (HSOME) that is based on a computational model of infant cognition. Each layer is a temporally augmented SOM and every node updates a decaying activation value. The bottom level encodes sensori-motor instances while their temporal associations are hierarchically built on the layers above. In the past, HSOME has shown to support hierarchical encoding of sequential sensor-actuator observations both in abstract domains and real humanoid robots. Two novel features are presented here starting with the novel skill acquisition in the complex domain of learning a double tap tactile gesture between two humanoid robots. During reproduction, the robot can either perform a double tap or prioritize to receive a higher reward by performing a single tap instead. Secondly, HSOME has been extended to recall past observations and reproduce rhythmic patterns in the absence of input relevant to the joints by priming initially the reproduction of specific skills with an input. We also demonstrate in simulation how a complex behavior emerges from the automatic reuse of distinct oscillatory swimming demonstrations of a robotic salamander.",2017/1/17,['ai_keywords'],[],"['robotic', ' robot ']",,,,,
44,/citations?view_op=view_citation&hl=en&user=hAf_WPQAAAAJ&sortby=pubdate&citation_for_view=hAf_WPQAAAAJ:9yKSN-GCB0IC,data-driven extract method recommendations: an initial study at ing,"Refactoring is the process of improving the structure of code without changing its functionality. The process is beneficial for software quality but challenges remain for identifying refactoring opportunities. This work employs machine learning to predict the application of the refactoring type Extract Method in an industry setting with the use of code quality metrics. We detect 919 examples in industry code of Extract Method and 986 examples where Extract Method was not applied and compare this to open-source code. We find that feature distributions between industry and open-source code differ, especially in class-level metrics. We train models to predict Extract Method in industry code and find that Random Forests perform best. We find that class-level metrics are most important for the performance of these models. We then investigate whether models trained on an open-source set generalize to an industry setting. We find that, although less performant than a custom fit model, a Logistic Regression type model performs admirably. Afterward, we examine whether these models perform on unseen industry projects by validating on projects excluded from the training set. We find that average performance is decent but lower than when using the whole industry dataset or an open-source dataset for training. Lastly, we conduct a blind user study in which we ask experts to judge predictions made by our best model. We find that experts generally agree with the model's predictions. In the case that experts agree with the model's prediction to apply Extract Method, they do so because of high code complexity. When they agree with the model's prediction not …",2021,['ai_keywords'],[],"['machine learning', 'data driven', 'random forest', 'regression']",,,,,
45,/citations?view_op=view_citation&hl=en&user=hBZz3DUAAAAJ&sortby=pubdate&citation_for_view=hBZz3DUAAAAJ:RYcK_YlVTxYC,semantic topic compass–classification based on unsupervised feature ambiguity gradation," Characterising social media topics often requires new features to be continuously taken into account, and thus increasing the need for classifier retraining. One challenging aspect is the emergence of ambiguous features, which can affect classification performance. In this paper we investigate the impact of the use of ambiguous features in a topic classification task, and introduce the Semantic Topic Compass (STC) framework, which characterises ambiguity in a topics feature space. STC makes use of topic priors derived from structured knowledge sources to facilitate the semantic feature grading of a topic. Our findings demonstrate the proposed framework offers competitive boosts in performance across all datasets.",2016/5/29,['ai_keywords'],[],['classifier'],,,,,
46,/citations?view_op=view_citation&hl=en&user=hBZz3DUAAAAJ&sortby=pubdate&citation_for_view=hBZz3DUAAAAJ:RYcK_YlVTxYC,semantic topic compass–classification based on unsupervised feature ambiguity gradation," Characterising social media topics often requires new features to be continuously taken into account, and thus increasing the need for classifier retraining. One challenging aspect is the emergence of ambiguous features, which can affect classification performance. In this paper we investigate the impact of the use of ambiguous features in a topic classification task, and introduce the Semantic Topic Compass (STC) framework, which characterises ambiguity in a topics feature space. STC makes use of topic priors derived from structured knowledge sources to facilitate the semantic feature grading of a topic. Our findings demonstrate the proposed framework offers competitive boosts in performance across all datasets.",2016/5/29,['ai_keywords'],[],['classifier'],,,,,
47,/citations?view_op=view_citation&hl=en&user=hBZz3DUAAAAJ&sortby=pubdate&citation_for_view=hBZz3DUAAAAJ:ldfaerwXgEUC,a semantic graph-based approach for radicalisation detection on social media," From its start, the so-called Islamic State of Iraq and the Levant (ISIL/ISIS) has been successfully exploiting social media networks, most notoriously Twitter, to promote its propaganda and recruit new members, resulting in thousands of social media users adopting a pro-ISIS stance every year. Automatic identification of pro-ISIS users on social media has, thus, become the centre of interest for various governmental and research organisations. In this paper we propose a semantic graph-based approach for radicalisation detection on Twitter. Unlike previous works, which mainly rely on the lexical representation of the content published by Twitter users, our approach extracts and makes use of the underlying semantics of words exhibited by these users to identify their pro/anti-ISIS stances. Our results show that classifiers trained from semantic features outperform those trained from lexical, sentiment, topic and …",2017/5/28,['ai_keywords'],[],['classifier'],,,,,
48,/citations?view_op=view_citation&hl=en&user=hBZz3DUAAAAJ&sortby=pubdate&citation_for_view=hBZz3DUAAAAJ:ldfaerwXgEUC,a semantic graph-based approach for radicalisation detection on social media," From its start, the so-called Islamic State of Iraq and the Levant (ISIL/ISIS) has been successfully exploiting social media networks, most notoriously Twitter, to promote its propaganda and recruit new members, resulting in thousands of social media users adopting a pro-ISIS stance every year. Automatic identification of pro-ISIS users on social media has, thus, become the centre of interest for various governmental and research organisations. In this paper we propose a semantic graph-based approach for radicalisation detection on Twitter. Unlike previous works, which mainly rely on the lexical representation of the content published by Twitter users, our approach extracts and makes use of the underlying semantics of words exhibited by these users to identify their pro/anti-ISIS stances. Our results show that classifiers trained from semantic features outperform those trained from lexical, sentiment, topic and …",2017/5/28,['ai_keywords'],[],['classifier'],,,,,
49,/citations?view_op=view_citation&hl=en&user=hBZz3DUAAAAJ&sortby=pubdate&citation_for_view=hBZz3DUAAAAJ:ldfaerwXgEUC,a semantic graph-based approach for radicalisation detection on social media," From its start, the so-called Islamic State of Iraq and the Levant (ISIL/ISIS) has been successfully exploiting social media networks, most notoriously Twitter, to promote its propaganda and recruit new members, resulting in thousands of social media users adopting a pro-ISIS stance every year. Automatic identification of pro-ISIS users on social media has, thus, become the centre of interest for various governmental and research organisations. In this paper we propose a semantic graph-based approach for radicalisation detection on Twitter. Unlike previous works, which mainly rely on the lexical representation of the content published by Twitter users, our approach extracts and makes use of the underlying semantics of words exhibited by these users to identify their pro/anti-ISIS stances. Our results show that classifiers trained from semantic features outperform those trained from lexical, sentiment, topic and …",2017/5/28,['ai_keywords'],[],['classifier'],,,,,
50,/citations?view_op=view_citation&hl=en&user=hBZz3DUAAAAJ&sortby=pubdate&citation_for_view=hBZz3DUAAAAJ:vV6vV6tmYwMC,on the role of semantics for detecting pro-isis stances on social media,"From its start, the so-called Islamic State of Iraq and the Levant (ISIL/ISIS) has been successfully exploiting social media networks, most notoriously Twitter, to promote its propaganda and recruit new members, resulting in thousands of social media users adopting pro ISIS stance every year. Automatic identification of pro-ISIS users on social media has, thus, become the centre of interest for various governmental and research organisations. In this paper we propose a semantic-based approach for radicalisation detection on Twitter. Unlike most previous works, which mainly rely on the lexical and contextual representation of the content published by Twitter users, our approach extracts and makes use of the underlying semantics of words exhibited by these users to identify their pro/anti-ISIS stances. Our results show that classifiers trained from words’ semantics outperform those trained from lexical and network features by 2% on average F1-measure.",2016/10,['ai_keywords'],[],['classifier'],,,,,
51,/citations?view_op=view_citation&hl=en&user=hBZz3DUAAAAJ&sortby=pubdate&citation_for_view=hBZz3DUAAAAJ:vV6vV6tmYwMC,on the role of semantics for detecting pro-isis stances on social media,"From its start, the so-called Islamic State of Iraq and the Levant (ISIL/ISIS) has been successfully exploiting social media networks, most notoriously Twitter, to promote its propaganda and recruit new members, resulting in thousands of social media users adopting pro ISIS stance every year. Automatic identification of pro-ISIS users on social media has, thus, become the centre of interest for various governmental and research organisations. In this paper we propose a semantic-based approach for radicalisation detection on Twitter. Unlike most previous works, which mainly rely on the lexical and contextual representation of the content published by Twitter users, our approach extracts and makes use of the underlying semantics of words exhibited by these users to identify their pro/anti-ISIS stances. Our results show that classifiers trained from words’ semantics outperform those trained from lexical and network features by 2% on average F1-measure.",2016/10,['ai_keywords'],[],['classifier'],,,,,
52,/citations?view_op=view_citation&hl=en&user=jrsxlTwAAAAJ&sortby=pubdate&citation_for_view=jrsxlTwAAAAJ:2osOgNQ5qMEC,multi-event crisis management using non-cooperative repeated games,"The optimal allocation of the resources to the emergency locations in the event of multiple crises in an urban environment is an intricate problem, especially when the available resources are limited. In such a scenario, it is important to allocate emergency response units in a fair manner based on the criticality of the crisis events and their requests. In this research, a crisis management tool is developed which incorporates a resource allocation algorithm. The problem is formulated as a game theoretic framework in which the crisis events are modeled as the players, the emergency response centers as the resource locations with emergency units to be scheduled and the possible allocations as strategies. The pay-off is modeled as a function of the criticality of the event and the anticipated response times. The game is played assuming a specific region within a certain locality of the crisis event to derive an optimal allocation. If a solution is not feasible, the perimeter of the locality in consideration is increased and the game is repeated until convergence. Experimental results are presented to illustrate the efficacy of the proposed methodology and metrics are derived to quantify the fairness of the solution. A regression analysis has been performed to identify the statistical significance of the results.",2004/11/19,[],[],[],,,,,
53,/citations?view_op=view_citation&hl=en&user=jrsxlTwAAAAJ&sortby=pubdate&citation_for_view=jrsxlTwAAAAJ:2osOgNQ5qMEC,multi-event crisis management using non-cooperative repeated games,"The optimal allocation of the resources to the emergency locations in the event of multiple crises in an urban environment is an intricate problem, especially when the available resources are limited. In such a scenario, it is important to allocate emergency response units in a fair manner based on the criticality of the crisis events and their requests. In this research, a crisis management tool is developed which incorporates a resource allocation algorithm. The problem is formulated as a game theoretic framework in which the crisis events are modeled as the players, the emergency response centers as the resource locations with emergency units to be scheduled and the possible allocations as strategies. The pay-off is modeled as a function of the criticality of the event and the anticipated response times. The game is played assuming a specific region within a certain locality of the crisis event to derive an optimal allocation. If a solution is not feasible, the perimeter of the locality in consideration is increased and the game is repeated until convergence. Experimental results are presented to illustrate the efficacy of the proposed methodology and metrics are derived to quantify the fairness of the solution. A regression analysis has been performed to identify the statistical significance of the results.",2004/11/19,['ai_keywords'],[],['regression'],,,,,
54,/citations?view_op=view_citation&hl=en&user=kOMk-s4AAAAJ&sortby=pubdate&citation_for_view=kOMk-s4AAAAJ:M3NEmzRMIkIC,a clustering-based reinforcement learning approach for tailored personalization of e-health interventions,"Personalization is very powerful in improving the effectiveness of health interventions. Reinforcement learning (RL) algorithms are suitable for learning these tailored interventions from sequential data collected about individuals. However, learning can be very fragile. The time to learn intervention policies is limited as disengagement from the user can occur quickly. Also, in e-Health intervention timing can be crucial before the optimal window passes. We present an approach that learns tailored personalization policies for groups of users by combining RL and clustering. The benefits are two-fold: speeding up the learning to prevent disengagement while maintaining a high level of personalization. Our clustering approach utilizes dynamic time warping to compare user trajectories consisting of states and rewards. We apply online and batch RL to learn policies over clusters of individuals and introduce our self …",2018/4,['ai_keywords'],[],"['reinforcement learning', 'clustering']",,,,,
55,/citations?view_op=view_citation&hl=en&user=kgh4wYMAAAAJ&sortby=pubdate&citation_for_view=kgh4wYMAAAAJ:LlXTz_FrCmAC,measurement of the photon identification efficiencies with the atlas detector using lhc run-1 data," The algorithms used by the ATLAS Collaboration to reconstruct and identify prompt photons are described. Measurements of the photon identification efficiencies are reported, using 4.9 fb of pp collision data collected at the LHC at   and 20.3 fb at  . The efficiencies are measured separately for converted and unconverted photons, in four different pseudorapidity regions, for transverse momenta between 10  and 1.5 . The results from the combination of three data-driven techniques are compared to the predictions from a simulation of the detector response, after correcting the electromagnetic shower momenta in the simulation for the average differences observed with respect to data. Data-to-simulation efficiency ratios used as correction factors in physics measurements are determined to account for the small residual efficiency differences. These factors are measured with …",2016/12/3,[],[],[],,,,,
56,/citations?view_op=view_citation&hl=en&user=kgh4wYMAAAAJ&sortby=pubdate&citation_for_view=kgh4wYMAAAAJ:LlXTz_FrCmAC,measurement of the photon identification efficiencies with the atlas detector using lhc run-1 data," The algorithms used by the ATLAS Collaboration to reconstruct and identify prompt photons are described. Measurements of the photon identification efficiencies are reported, using 4.9 fb of pp collision data collected at the LHC at   and 20.3 fb at  . The efficiencies are measured separately for converted and unconverted photons, in four different pseudorapidity regions, for transverse momenta between 10  and 1.5 . The results from the combination of three data-driven techniques are compared to the predictions from a simulation of the detector response, after correcting the electromagnetic shower momenta in the simulation for the average differences observed with respect to data. Data-to-simulation efficiency ratios used as correction factors in physics measurements are determined to account for the small residual efficiency differences. These factors are measured with …",2016/12,['ai_keywords'],[],['data driven'],,,,,
57,/citations?view_op=view_citation&hl=en&user=kgh4wYMAAAAJ&sortby=pubdate&citation_for_view=kgh4wYMAAAAJ:gnsKu8c89wgC,top-quark mass measurement in the all-hadronic  decay channel at  tev with the atlas detector,The top-quark mass is measured in the all-hadronic top-antitop quark decay channel using proton-proton collisions at a centre-of-mass energy of TeV with the ATLAS detector at the CERN Large Hadron Collider. The data set used in the analysis corresponds to an integrated luminosity of 20. 2 fb− 1. The large multi-jet background is modelled using a data-driven method. The top-quark mass is obtained from template fits to the ratio of the three-jet to the dijet mass. The three-jet mass is obtained from the three jets assigned to the top quark decay. From these three jets the dijet mass is obtained using the two jets assigned to the W boson decay. The top-quark mass is measured to be 173. 72±0. 55 (stat.)±1. 01 (syst.) GeV.,2017/9,['ai_keywords'],[],['data driven'],,,,,
58,/citations?view_op=view_citation&hl=en&user=kgh4wYMAAAAJ&sortby=pubdate&citation_for_view=kgh4wYMAAAAJ:gnsKu8c89wgC,top-quark mass measurement in the all-hadronic  decay channel at  tev with the atlas detector,The top-quark mass is measured in the all-hadronic top-antitop quark decay channel using proton-proton collisions at a centre-of-mass energy of TeV with the ATLAS detector at the CERN Large Hadron Collider. The data set used in the analysis corresponds to an integrated luminosity of 20. 2 fb− 1. The large multi-jet background is modelled using a data-driven method. The top-quark mass is obtained from template fits to the ratio of the three-jet to the dijet mass. The three-jet mass is obtained from the three jets assigned to the top quark decay. From these three jets the dijet mass is obtained using the two jets assigned to the W boson decay. The top-quark mass is measured to be 173. 72±0. 55 (stat.)±1. 01 (syst.) GeV.,2017/9,['ai_keywords'],[],['data driven'],,,,,
59,/citations?view_op=view_citation&hl=en&user=kgh4wYMAAAAJ&sortby=pubdate&citation_for_view=kgh4wYMAAAAJ:wyCGhLAOp5UC,measurement of the cross-section for producing a  boson in association with a single top quark in  collisions at  tev with atlas,"The inclusive cross-section for the associated production of a W boson and top quark is measured using data from proton-proton collisions at TeV. The dataset corresponds to an integrated luminosity of 3.2 fb− 1, and was collected in 2015 by the ATLAS detector at the Large Hadron Collider at CERN. Events are selected requiring two opposite sign isolated leptons and at least one jet; they are separated into signal and control regions based on their jet multiplicity and the number of jets that are identified as containing b hadrons. The W t signal is then separated from the background using boosted decision tree discriminants in two regions. The cross-section is extracted by fitting templates to the data distributions, and is measured to be σ W t= 94±10 (stat.)+ 28− 22 (syst.)±2 (lumi.) pb. The measured value is in good agreement with the SM prediction of σ theory= 71. 7±1. 8 (scale)±3. 4 (PDF) pb [1].",2018/1,['ai_keywords'],[],['decision tree'],,,,,
60,/citations?view_op=view_citation&hl=en&user=kgh4wYMAAAAJ&sortby=pubdate&citation_for_view=kgh4wYMAAAAJ:wyCGhLAOp5UC,measurement of the cross-section for producing a  boson in association with a single top quark in  collisions at  tev with atlas,"The inclusive cross-section for the associated production of a W boson and top quark is measured using data from proton-proton collisions at TeV. The dataset corresponds to an integrated luminosity of 3.2 fb− 1, and was collected in 2015 by the ATLAS detector at the Large Hadron Collider at CERN. Events are selected requiring two opposite sign isolated leptons and at least one jet; they are separated into signal and control regions based on their jet multiplicity and the number of jets that are identified as containing b hadrons. The W t signal is then separated from the background using boosted decision tree discriminants in two regions. The cross-section is extracted by fitting templates to the data distributions, and is measured to be σ W t= 94±10 (stat.)+ 28− 22 (syst.)±2 (lumi.) pb. The measured value is in good agreement with the SM prediction of σ theory= 71. 7±1. 8 (scale)±3. 4 (PDF) pb [1].",2018/1,['ai_keywords'],[],['decision tree'],,,,,
61,/citations?view_op=view_citation&hl=en&user=kgh4wYMAAAAJ&sortby=pubdate&citation_for_view=kgh4wYMAAAAJ:wyCGhLAOp5UC,measurement of the cross-section for producing a  boson in association with a single top quark in  collisions at  tev with atlas,"The inclusive cross-section for the associated production of a W boson and top quark is measured using data from proton-proton collisions at TeV. The dataset corresponds to an integrated luminosity of 3.2 fb− 1, and was collected in 2015 by the ATLAS detector at the Large Hadron Collider at CERN. Events are selected requiring two opposite sign isolated leptons and at least one jet; they are separated into signal and control regions based on their jet multiplicity and the number of jets that are identified as containing b hadrons. The W t signal is then separated from the background using boosted decision tree discriminants in two regions. The cross-section is extracted by fitting templates to the data distributions, and is measured to be σ W t= 94±10 (stat.)+ 28− 22 (syst.)±2 (lumi.) pb. The measured value is in good agreement with the SM prediction of σ theory= 71. 7±1. 8 (scale)±3. 4 (PDF) pb [1].",2018/1,['ai_keywords'],[],['decision tree'],,,,,
62,/citations?view_op=view_citation&hl=en&user=nLBUZZYAAAAJ&sortby=pubdate&citation_for_view=nLBUZZYAAAAJ:3fE2CSJIrl8C,exploring tangible algorithmic imaginaries in movie recommendations,"Recommender algorithms play an active role in many everyday activities. However, personalized recommendations often produce negative experiences due to a lack of awareness, control, or transparency. Allowing users to materialize their algorithmic imaginaries exposes how they experience, perceive, and imagine recommender algorithms. Moreover, it can unearth novel and previously unattended design opportunities for tangible interactions with algorithms. Therefore, we explored how 15 users of a famous movie recommender system materialized tangible designs to reflect and discuss their algorithmic imaginaries during co-design workshops and interviews. Using thematic analysis, we identified two forms of algorithmic imaginaries that can inspire tangible interactions with recommender algorithms: metaphoric and datafied representations. Complementary themes exposed the influence of contextual factors and diverse negative attitudes towards personalized movie recommendations. Based on these findings, we suggest design opportunities and suggestions for improving the algorithmic experience of movie recommendations and similar systems through tangible user interfaces.",2021/2/17,['ai_keywords'],[],['recommender'],,,,,
63,/citations?view_op=view_citation&hl=en&user=nLBUZZYAAAAJ&sortby=pubdate&citation_for_view=nLBUZZYAAAAJ:IWHjjKOFINEC,phara: a personal health augmented reality assistant to support decision-making at grocery stores,"Poor diet and physical inactivity are important factors that con-tribute to the obesity outbreak. erefore, healthy eating habits are crucial for physical well-being. In this paper, we present the concept design and an early stage evaluation of PHARA, a personal health augmented reality assistant that recommends healthy and similar products to people in their everyday lives. We evaluated a content-based recommender system in a desktop environment (n= 15) to measure the perceived quality, as well as behavioral intentions of users. In addition, we evaluated the user interface and measured participants’ perceptions of usefulness and ease of use. Whereas perceived usefulness and perceived ease of use are good, more work is required towards improving the accuracy and diversity of recommendations.",2017/8/12,['ai_keywords'],[],['recommender'],,,,,
64,/citations?view_op=view_citation&hl=en&user=nLBUZZYAAAAJ&sortby=pubdate&citation_for_view=nLBUZZYAAAAJ:R3hNpaxXUhUC,managing uncertainty in visual analytics: designing explanation interfaces for recommender systems and prediction models,"Visual Analytics is the science that studies the visual representation of information to enable interactive analysis of large and/or complex sets of information. These representations provide a guide to the thinking process of the decision-maker to facilitate correct interpretation of otherwise intractable data. The nature of the data, however, can heavily affect the effectiveness of guidance. Missing measurements, heterogeneous sources and errors in the data are usually present in even the most curated data. In addition, limitations of the analysis algorithm can introduce a bias. Current visualization techniques proposed by Visual Analytics fail to represent this uncertainty. The lack of awareness about data quality could lead the decision-maker to take a course of action based on flawed information. Our project will research new visualization techniques that can communicate the underlying uncertainty as estimated by data-processing experts to domain-experts that have little or no knowledge on data-processing. These visualization techniques will help domain-experts to establish their degree of trust in the presented information and to take decisions with a greater knowledge of the quality of the data. In addition, the project will research interaction techniques to capture feedback from domain-experts and to incorporate such feedback in the analysis process.",2019,['ai_keywords'],[],['recommender'],,,,,
65,/citations?view_op=view_citation&hl=en&user=nLBUZZYAAAAJ&sortby=pubdate&citation_for_view=nLBUZZYAAAAJ:TQgYirikUcIC,estudios de eliminación de microorganismos patógenos de residuales porcinos en un biorreactor con tiempo de retención corto,"Se estudiaron variables de operación de un biorreactor tubular en condiciones experimentales (dimensiones, 68.58 cm de largo y 15.24 cm de diámetro), y se utilizó un diseño experimental completamente aleatorio, con un arreglo factorial 2x2x2 con tres réplicas por tratamiento. Los factores fueron el aislamiento térmico del reactor (aislado o no)., la velocidad de agitación (0 y 0.6 rpm) y la hermeticidad (abierto o cerrado). Para un estudio de la cinética, se realizaron mediciones de pH y temperatura a los siguientes tiempos: 0, 10, 12, 14, 16, 18, 20 y 23 hr. Los residuales porcinos se mezclaron con rastrojo de sorgo, melaza, suero de leche y agua (MS promedio inicial, 21.2%).La desaparición de organismos patógenos (Salmonella spp, Shigella spp y Escherichia coli) tuvo lugar entre 16 y 23 hr en todos los tratamientos (conteo mínimo en el tiempo cero, 10-6 UFC/mL), y los mejores tratamientos fueron cuando la fermentación ocurrió en condiciones abiertas y con agitación, sin necesidad de aislamiento térmico. El tiempo mínimo para alcanzar un pH de 4.0 fue de 16 hr. La calidad nutricional de la mezcla con residuales porcinos también influenciaron las condiciones del proceso. El contenido promedio proteico (Nx6. 25) de la mezcla fermentada fue un 10% más que el valor inicial, al pasar de 11.7 a 15.0% en base seca (P< 0.05). No hubo cambios en la concentración final de MS (21.7%).",2004,['ai_keywords'],[],[' ml '],,,,,
